dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.caitlin-clark.broad-professional-rookies	COMPLETE	Caitlin Clark Indiana Fever WNBA rookie card	20	20	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.caitlin-clark.silver-color-numbered-ssp	COMPLETE	Caitlin Clark WNBA rookie silver color numbered SSP	0	0	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.caitlin-clark.autograph-memorabilia	COMPLETE	Caitlin Clark WNBA rookie autograph auto patch memorabilia	8	8	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.paige-bueckers.broad-professional-rookies	COMPLETE	Paige Bueckers Dallas Wings WNBA rookie card	20	20	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.paige-bueckers.silver-color-numbered-ssp	COMPLETE	Paige Bueckers WNBA rookie silver color numbered SSP	0	0	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.paige-bueckers.autograph-memorabilia	COMPLETE	Paige Bueckers WNBA rookie autograph auto patch memorabilia	10	9	0	native; rejected=1
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.dominique-malonga.broad-professional-rookies	COMPLETE	Dominique Malonga Seattle Storm WNBA rookie card	20	20	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.dominique-malonga.silver-color-numbered-ssp	COMPLETE	Dominique Malonga WNBA rookie silver color numbered SSP	0	0	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.dominique-malonga.autograph-memorabilia	COMPLETE	Dominique Malonga WNBA rookie autograph auto patch memorabilia	8	8	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.sonia-citron.broad-professional-rookies	COMPLETE	Sonia Citron Washington Mystics WNBA rookie card	20	20	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.sonia-citron.silver-color-numbered-ssp	COMPLETE	Sonia Citron WNBA rookie silver color numbered SSP	0	0	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.sonia-citron.autograph-memorabilia	COMPLETE	Sonia Citron WNBA rookie autograph auto patch memorabilia	9	8	0	native; rejected=1
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.kiki-iriafen.broad-professional-rookies	COMPLETE	Kiki Iriafen Washington Mystics WNBA rookie card	20	19	0	native; rejected=1
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.kiki-iriafen.silver-color-numbered-ssp	COMPLETE	Kiki Iriafen WNBA rookie silver color numbered SSP	0	0	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	WNBA/wnba.kiki-iriafen.autograph-memorabilia	COMPLETE	Kiki Iriafen WNBA rookie autograph auto patch memorabilia	5	4	0	native; rejected=1
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	IVAN/ivan-demidov.professional-rookies	COMPLETE	Ivan Demidov NHL rookie card	20	20	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	IVAN/ivan-demidov.young-guns-parallels	COMPLETE	Ivan Demidov Young Guns rookie parallel	20	20	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	IVAN/ivan-demidov.autograph-memorabilia	COMPLETE	Ivan Demidov NHL rookie autograph patch memorabilia	7	7	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV YG/matvei-michkov.exact-young-guns	COMPLETE	Matvei Michkov Young Guns rookie	20	19	0	native; rejected=1
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV YG/matvei-michkov.young-guns-parallels	COMPLETE	Matvei Michkov Young Guns parallel	20	18	0	native; rejected=2
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV YG/matvei-michkov.yg-abbreviation	COMPLETE	Matvei Michkov YG Philadelphia Flyers	20	16	0	native; rejected=4
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV YG/matvei-michkov.matvey-first-name	COMPLETE	Matvey Michkov Young Guns	20	20	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV YG/matvei-michkov.matei-first-name	COMPLETE	Matei Michkov Young Guns	0	0	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV YG/matvei-michkov.michov-surname	COMPLETE	Matvei Michov Young Guns	3	3	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV YG/matvei-michkov.mikhkov-surname	COMPLETE	Matvei Mikhkov Young Guns	0	0	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV YG/matvei-michkov.mitchkov-surname	COMPLETE	Mitchkov Young Guns Philadelphia Flyers	12	10	0	native; rejected=2
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV OPCP/matvei-michkov-opc-platinum.exact-o-pee-chee-rainbow	COMPLETE	Matvei Michkov 2024-25 O-Pee-Chee Platinum Rainbow rookie	20	20	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV OPCP/matvei-michkov-opc-platinum.opc-rainbow	COMPLETE	Matvei Michkov 2024-25 OPC Platinum Rainbow rookie	20	19	0	native; rejected=1
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV OPCP/matvei-michkov-opc-platinum.o-pee-chee-no-punctuation	COMPLETE	Matvei Michkov 2024-25 O Pee Chee Platinum Rainbow rookie	20	20	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV OPCP/matvei-michkov-opc-platinum.color-numbered-parallels	COMPLETE	Matvei Michkov OPC Platinum rookie parallel color numbered	0	0	0	native; rejected=0
dh-20260730T170046Z-7d4c2a91	4	eBay Native Browse	MICHKOV OPCP/matvei-michkov-opc-platinum.rookie-autographs	COMPLETE	Matvei Michkov O-Pee-Chee Platinum rookie autograph auto	14	13	0	native; rejected=1
